Gm#,Year,Date,Month,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,DATE,OPP,Play,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
72,2014,"Friday, Jun 20",June,boxscore,WSN,,ATL,L,4,6,13,37-35,2,0.5,Buchter,Blevins,Walden,4:34,1,"36,608",20-Jun,vs ATL,0,LÊ6-4,Did not play,,,,,,,,,,,,,,
73,2014,"Saturday, Jun 21",June,boxscore,WSN,,ATL,W,3,0,,38-35,1,up 0.5,Fister,Teheran,Soriano,2:44,1,"40,677",21-Jun,vs ATL,0,WÊ3-0,Did not play,,,,,,,,,,,,,,
74,2014,"Sunday, Jun 22",June,boxscore,WSN,,ATL,W,4,1,,39-35,1,up 1.5,Roark,Santana,Soriano,2:54,0,"39,473",22-Jun,vs ATL,0,WÊ4-1,Did not play,,,,,,,,,,,,,,
82,2014,"Monday, Jun 30",June,boxscore,WSN,,COL,W,7,3,,44-38,2,0.5,Zimmermann,Flande,,2:58,1,"33,660",30-Jun,vs COL,1,WÊ7-3,3,1,1,0,0,0,1,1,0,0,0,0.358,0.419,0.777,0.291
83,2014,"Tuesday, Jul 1",July,boxscore,WSN,,COL,W,7,1,,45-38,2,0.5,Strasburg,Friedrich,,3:19,1,"26,033",1-Jul,vs COL,1,WÊ7-1,5,0,1,0,0,0,0,0,3,0,0,0.35,0.407,0.757,0.286
84,2014,"Wednesday, Jul 2",July,boxscore,WSN,,COL,W,4,3,,46-38,2,0.5,Fister,Belisle,Soriano,2:42,1,"28,943",2-Jul,vs COL,1,WÊ4-3,3,1,1,1,0,0,0,0,1,0,0,0.35,0.415,0.765,0.287
85,2014,"Friday, Jul 4",July,boxscore,WSN,,CHC,L,2,7,,46-39,2,1.5,Hammel,Roark,,2:54,0,"41,274",4-Jul,vs CHC,1,LÊ7-2,4,0,0,0,0,0,0,0,2,0,0,0.336,0.398,0.734,0.276
86,2014,"Saturday, Jul 5",July,boxscore,WSN,,CHC,W,13,0,,47-39,2,1.5,Gonzalez,Villanueva,,3:10,0,"38,473",5-Jul,vs CHC,1,WÊ13-0,3,0,1,0,0,0,0,1,1,0,0,0.342,0.396,0.738,0.277
87,2014,"Sunday, Jul 6",July,boxscore,WSN,,CHC,W,2,1,,48-39,2,0.5,Clippard,Strop,Soriano,3:12,0,"32,941",6-Jul,vs CHC,1,WÊ2-1,3,0,0,0,0,0,0,0,2,0,0,0.333,0.385,0.718,0.269
88,2014,"Monday, Jul 7",July,boxscore,WSN,,BAL,L,2,8,11,48-40,2,0.5,McFarland,Stammen,,3:39,1,"35,126",7-Jul,vs BAL,1,LÊ8-2,3,0,0,0,0,0,0,2,1,0,0,0.336,0.374,0.71,0.262
94,2014,"Friday, Jul 18",July,boxscore,WSN,,MIL,L,2,4,,51-43,2,1,Lohse,Strasburg,Rodriguez,3:00,1,"39,373",18-Jul,vs MIL,1,LÊ4-2,4,1,3,0,0,1,1,0,0,0,0,0.329,0.402,0.731,0.26
95,2014,"Saturday, Jul 19",July,boxscore,WSN,,MIL,W,8,3,,52-43,1,Tied,Roark,Garza,,3:17,1,"38,649",19-Jul,vs MIL,1,WÊ8-3,3,2,1,1,0,0,0,1,1,0,0,0.333,0.408,0.741,0.262
96,2014,"Sunday, Jul 20",July,boxscore,WSN,,MIL,W-wo,5,4,,53-43,1,Tied,Soriano,Wooten,,3:35,0,"36,373",20-Jul,vs MIL,1,WÊ5-4,3,0,1,0,0,0,0,1,2,0,0,0.338,0.406,0.744,0.263
106,2014,"Thursday, Jul 31",July,boxscore,WSN,,PHI,L,4,10,,58-48,1,up 1.5,Bastardo,Gonzalez,,3:31,1,"35,722",31-Jul,vs PHI,1,LÊ10-4,4,1,1,0,0,0,0,0,1,0,0,0.344,0.382,0.726,0.261
107,2014,"Friday, Aug 1",August,boxscore,WSN,,PHI,L,1,2,,58-49,1,up 1.5,Hernandez,Fister,Papelbon,2:28,1,"28,410",1-Aug,vs PHI,1,LÊ2-1,4,0,1,0,0,0,0,0,2,0,0,0.342,0.379,0.721,0.26
108,2014,"Saturday, Aug 2",August,boxscore,WSN,,PHI,W,11,0,,59-49,1,up 2.5,Zimmermann,Burnett,,3:19,1,"36,155",2-Aug,vs PHI,1,WÊ11-0,4,1,1,0,0,0,1,1,2,0,0,0.344,0.376,0.72,0.26
109,2014,"Sunday, Aug 3",August,boxscore,WSN,,PHI,W,4,0,,60-49,1,up 3.5,Strasburg,Hamels,,2:47,0,"30,038",3-Aug,vs PHI,1,WÊ4-0,1,0,0,0,0,0,0,0,1,0,0,0.342,0.374,0.716,0.259
110,2014,"Monday, Aug 4",August,boxscore,WSN,,BAL,L,3,7,,60-50,1,up 3.0,Gausman,Roark,,3:10,1,"42,181",4-Aug,vs BAL,1,LÊ7-3,3,1,0,0,0,0,0,1,0,0,0,0.34,0.367,0.707,0.254
111,2014,"Tuesday, Aug 5",August,boxscore,WSN,,NYM,L,1,6,,60-51,1,up 3.0,Wheeler,Gonzalez,,3:12,1,"40,686",5-Aug,vs NYM,1,LÊ6-1,4,0,0,0,0,0,0,0,3,0,0,0.333,0.359,0.692,0.249
112,2014,"Wednesday, Aug 6",August,boxscore,WSN,,NYM,W,7,1,,61-51,1,up 4.0,Fister,Niese,,2:31,1,"26,701",6-Aug,vs NYM,1,WÊ7-1,3,1,1,0,0,0,0,1,1,0,0,0.337,0.359,0.696,0.25
113,2014,"Thursday, Aug 7",August,boxscore,WSN,,NYM,W-wo,5,3,13,62-51,1,up 4.5,Stammen,Torres,,4:34,0,"38,611",7-Aug,vs NYM,1,WÊ5-3,6,1,2,0,0,1,2,0,2,0,0,0.336,0.374,0.71,0.253
120,2014,"Friday, Aug 15",August,boxscore,WSN,,PIT,W,5,4,,67-53,1,up 6.0,Roark,Morton,Soriano,3:05,1,"36,945",15-Aug,vs PIT,1,WÊ5-4,4,0,2,0,0,0,2,0,1,0,0,0.337,0.394,0.731,0.259
121,2014,"Saturday, Aug 16",August,boxscore,WSN,,PIT,W-wo,4,3,,68-53,1,up 6.0,Thornton,Wilson,,2:49,1,"41,880",16-Aug,vs PIT,1,WÊ4-3,2,1,0,0,0,0,0,1,0,0,0,0.34,0.39,0.73,0.257
122,2014,"Sunday, Aug 17",August,boxscore,WSN,,PIT,W-wo,6,5,11,69-53,1,up 6.0,Detwiler,Cumpton,,3:42,1,"34,430",17-Aug,vs PIT,1,WÊ6-5,4,0,0,0,0,0,0,1,1,0,0,0.337,0.383,0.72,0.252
123,2014,"Monday, Aug 18",August,boxscore,WSN,,ARI,W-wo,5,4,11,70-53,1,up 6.0,Stammen,Harris,,3:16,1,"21,292",18-Aug,vs ARI,1,WÊ5-4,4,0,1,0,0,0,0,0,2,0,0,0.336,0.381,0.717,0.252
124,2014,"Tuesday, Aug 19",August,boxscore,WSN,,ARI,W,8,1,,71-53,1,up 6.0,Strasburg,Anderson,,2:50,1,"26,827",19-Aug,vs ARI,1,WÊ8-1,3,1,1,0,0,0,0,1,1,0,0,0.338,0.38,0.718,0.253
125,2014,"Wednesday, Aug 20",August,boxscore,WSN,,ARI,W-wo,3,2,,72-53,1,up 7.0,Soriano,Marshall,,3:04,1,"24,113",20-Aug,vs ARI,1,WÊ3-2,4,1,3,0,0,0,0,0,0,0,0,0.345,0.386,0.731,0.262
126,2014,"Thursday, Aug 21",August,boxscore,WSN,,ARI,W-wo,1,0,,73-53,1,up 7.0,Soriano,Perez,,2:51,0,"32,311",21-Aug,vs ARI,1,WÊ1-0,4,0,2,0,0,0,0,0,1,0,0,0.347,0.388,0.735,0.266
127,2014,"Friday, Aug 22",August,boxscore,WSN,,SFG,L,3,10,,73-54,1,up 6.0,Hudson,Fister,,3:24,1,"33,718",22-Aug,vs SF,1,LÊ10-3,3,0,1,0,0,0,0,0,1,0,0,0.347,0.388,0.735,0.267
128,2014,"Saturday, Aug 23",August,boxscore,WSN,,SFG,W,6,2,,74-54,1,up 7.0,Zimmermann,Lincecum,,2:38,1,"34,137",23-Aug,vs SF,1,WÊ6-2,4,0,0,0,0,0,0,0,1,0,0,0.342,0.381,0.723,0.262
129,2014,"Sunday, Aug 24",August,boxscore,WSN,,SFG,W,14,6,,75-54,1,up 8.0,Stammen,Affeldt,,3:46,0,"35,476",24-Aug,vs SF,1,WÊ14-6,5,2,2,1,0,1,2,0,0,0,0,0.343,0.398,0.741,0.265
139,2014,"Friday, Sep 5",September,boxscore,WSN,,PHI,L,8,9,11,79-60,1,up 7.0,Diekman,Stammen,Papelbon,4:32,1,"27,437",5-Sep,vs PHI,1,LÊ9-8,5,0,1,0,0,0,0,0,2,0,0,0.343,0.427,0.77,0.271
140,2014,"Saturday, Sep 6",September,boxscore,WSN,,PHI,L,1,3,,79-61,1,up 6.0,Burnett,Roark,Papelbon,2:33,0,"37,408",6-Sep,vs PHI,1,LÊ3-1,4,0,1,0,0,0,0,0,2,0,0,0.342,0.425,0.767,0.271
141,2014,"Sunday, Sep 7",September,boxscore,WSN,,PHI,W,3,2,,80-61,1,up 7.0,Gonzalez,Hamels,Storen,3:20,0,"29,108",7-Sep,vs PHI,1,WÊ3-2,0,0,0,0,0,0,0,1,0,0,0,0.344,0.425,0.769,0.271
142,2014,"Monday, Sep 8",September,boxscore,WSN,,ATL,W,2,1,,81-61,1,up 8.0,Fister,Minor,Storen,2:39,1,"25,448",8-Sep,vs ATL,1,WÊ2-1,4,0,0,0,0,0,0,0,0,0,0,0.339,0.419,0.758,0.267
143,2014,"Tuesday, Sep 9",September,boxscore,WSN,,ATL,W,6,4,,82-61,1,up 9.0,Zimmermann,Santana,Storen,3:02,1,"29,233",9-Sep,vs ATL,1,WÊ6-4,4,0,1,0,0,0,0,0,0,0,0,0.338,0.417,0.755,0.267
144,2014,"Wednesday, Sep 10",September,boxscore,WSN,,ATL,L,2,6,,82-62,1,up 8.0,Harang,Strasburg,,3:01,0,"31,086",10-Sep,vs ATL,1,LÊ6-2,4,1,1,0,0,1,1,0,0,0,0,0.337,0.424,0.761,0.266
156,2014,"Tuesday, Sep 23",September,boxscore,WSN,,NYM,W,4,2,,92-64,1,up16.5,Roark,Colon,Storen,2:57,1,"30,714",23-Sep,vs NYM,1,WÊ4-2,4,0,0,0,0,0,0,0,1,0,0,0.334,0.419,0.753,0.267
157,2014,"Thursday, Sep 25 (1)",September,boxscore,WSN,,NYM,L,4,7,,92-65,1,up16.5,Torres,Clippard,Mejia,3:31,0,"28,629",25-Sep,vs NYM,1,LÊ7-4,4,0,1,0,0,0,0,1,0,0,0,0.335,0.417,0.752,0.267
158,2014,"Thursday, Sep 25 (2)",September,boxscore,WSN,,NYM,W,3,0,,93-65,1,up16.5,Gonzalez,Wheeler,Storen,3:00,1,"26,439",25-Sep,vs NYM,0,WÊ3-0,Did not play,,,,,,,,,,,,,,
159,2014,"Friday, Sep 26 (1)",September,boxscore,WSN,,MIA,W,4,0,,94-65,1,up17.0,Fister,Cosart,,2:31,0,"27,920",26-Sep,vs MIA,1,WÊ4-0,2,0,1,0,0,0,0,2,0,1,0,0.339,0.418,0.757,0.268
160,2014,"Friday, Sep 26 (2)",September,boxscore,WSN,,MIA,L,7,15,,94-66,1,up17.0,Ramos,Hill,,3:34,1,"34,190",26-Sep,vs MIA,0,LÊ15-7,Did not play,,,,,,,,,,,,,,
161,2014,"Saturday, Sep 27",September,boxscore,WSN,,MIA,W,5,1,,95-66,1,up17.0,Strasburg,Eovaldi,,2:57,0,"37,529",27-Sep,vs MIA,1,WÊ5-1,3,2,1,0,0,0,0,1,1,0,0,0.341,0.417,0.758,0.269
162,2014,"Sunday, Sep 28",September,boxscore,WSN,,MIA,W,1,0,,96-66,1,up17.0,Zimmermann,Alvarez,,2:01,0,"35,085",28-Sep,vs MIA,1,WÊ1-0,2,0,2,1,0,0,0,0,0,0,0,0.344,0.423,0.767,0.273
